image,label
final_dataset/train/clean/clean_train01693.jpg,0
final_dataset/train/clean/clean_train Image 2020-05-10 at 5.07.37 PM (8).jpeg,0
final_dataset/train/clean/clean_train Image 2020-08-08 at 12.03.20 PM.jpeg,0
final_dataset/train/clean/clean_57.jpg,0
final_dataset/train/clean/clean_43.jpg,0
final_dataset/train/clean/clean_train Image 2020-05-08 at 2.24.45 PM (6).jpeg,0
final_dataset/train/clean/clean_train Image 2021-02-07 at 11.08.10 AM.jpeg,0
final_dataset/train/clean/clean_train200085.jpg,0
final_dataset/train/clean/02732_05.jpg,0
final_dataset/train/clean/clean_train Image 2020-05-09 at 2.03.38 PM (2).jpeg,0
final_dataset/train/clean/clean_train Image 2020-07-11 at 5.39.59 PM (14).jpeg,0
final_dataset/train/clean/clean_train03721.jpg,0
final_dataset/train/clean/clean_train Image 2020-08-20 at 7.38.12 AM (3).jpeg,0
final_dataset/train/clean/clean_train03709.jpg,0
final_dataset/train/clean/02136_04.jpg,0
final_dataset/train/clean/clean_train Image 2020-05-24 at 5.18.12 PM (4).jpeg,0
final_dataset/train/clean/clean_train Image 2020-08-20 at 7.38.12 AM (16).jpeg,0
final_dataset/train/clean/clean_train202137.jpg,0
final_dataset/train/clean/clean_train02365.jpg,0
final_dataset/train/clean/clean_train Image 2020-10-06 at 3.11.10 PM.jpeg,0
final_dataset/train/clean/clean_80.jpg,0
final_dataset/train/clean/clean_train200721.jpg,0
final_dataset/train/clean/clean_train Image 2020-07-11 at 5.13.05 PM (8).jpeg,0
final_dataset/train/clean/clean_train Image 2020-08-19 at 12.21.08 PM (1).jpeg,0
final_dataset/train/clean/clean_81.jpg,0
final_dataset/train/clean/clean_train Image 2020-12-27 at 12.39.22 PM.jpeg,0
final_dataset/train/clean/clean_train Image 2020-05-09 at 2.03.37 PM (3).jpeg,0
final_dataset/train/clean/clean_train Image 2021-02-09 at 9.00.34 PM (2).jpeg,0
final_dataset/train/clean/clean_train200709.jpg,0
final_dataset/train/clean/clean_train201417.jpg,0
final_dataset/train/clean/clean_train01645.jpg,0
final_dataset/train/clean/00516_01.jpg,0
final_dataset/train/clean/clean_42.jpg,0
final_dataset/train/clean/clean_56.jpg,0
final_dataset/train/clean/clean_train Image 2020-08-20 at 7.44.06 AM (11).jpeg,0
final_dataset/train/clean/clean_train03913.jpg,0
final_dataset/train/clean/clean_train03085.jpg,0
final_dataset/train/clean/clean_train Image 2020-05-08 at 2.24.45 PM.jpeg,0
final_dataset/train/clean/clean_train Image 2020-07-30 at 10.57.30 AM (1).jpeg,0
final_dataset/train/clean/00605_06.jpg,0
final_dataset/train/clean/02248_07.jpg,0
final_dataset/train/clean/clean_train Image 2020-05-24 at 5.18.11 PM (3).jpeg,0
final_dataset/train/clean/EXXipxsU4AECXRP.jpeg,0
final_dataset/train/clean/clean_train Image 2020-08-16 at 3.46.03 PM (3).jpeg,0
final_dataset/train/clean/clean_train Image 2020-08-15 at 12.58.54 AM (3).jpeg,0
final_dataset/train/clean/clean_train Image 2020-05-10 at 1.12.15 PM.jpeg,0
final_dataset/train/clean/01906_01.jpg,0
final_dataset/train/clean/clean_train Image 2020-05-08 at 2.24.46 PM (1).jpeg,0
final_dataset/train/clean/clean_train02833.jpg,0
final_dataset/train/clean/clean_train Image 2020-05-09 at 2.08.14 PM (9).jpeg,0
final_dataset/train/clean/clean_train Image 2020-05-10 at 4.31.19 PM (5).jpeg,0
final_dataset/train/clean/01979_04.jpg,0
final_dataset/train/clean/clean_train Image 2020-05-24 at 5.24.31 PM (1).jpeg,0
final_dataset/train/clean/clean_train Image 2021-01-11 at 9.38.37 AM (6).jpeg,0
final_dataset/train/clean/00719_03.jpg,0
final_dataset/train/clean/00957_07.jpg,0
final_dataset/train/clean/clean_train02953.jpg,0
final_dataset/train/clean/clean_train Image 2020-12-26 at 4.28.27 PM (1).jpeg,0
final_dataset/train/clean/clean_train Image 2020-05-19 at 10.25.03 AM (1).jpeg,0
final_dataset/train/clean/clean_train03481.jpg,0
final_dataset/train/clean/00210_05.jpg,0
final_dataset/train/clean/00674_06.jpg,0
final_dataset/train/clean/clean_train00361.jpg,0
final_dataset/train/clean/clean_train200133.jpg,0
final_dataset/train/clean/clean_train Image 2020-05-08 at 2.21.54 PM.jpeg,0
final_dataset/train/clean/clean_train01057.jpg,0
final_dataset/train/clean/clean_train00349.jpg,0
final_dataset/train/clean/02587_01.jpg,0
final_dataset/train/clean/clean_train Image 2020-10-20 at 7.17.23 PM (6).jpeg,0
final_dataset/train/clean/clean_train Image 2020-06-29 at 8.55.43 AM (1).jpeg,0
final_dataset/train/clean/01105_00.jpg,0
final_dataset/train/clean/clean_train03697.jpg,0
final_dataset/train/clean/01087_03.jpg,0
final_dataset/train/clean/clean_train Image 2020-07-21 at 2.52.21 PM (2).jpeg,0
final_dataset/train/clean/clean_train03877.jpg,0
final_dataset/train/clean/clean_train Image 2020-09-21 at 8.53.14 AM.jpeg,0
final_dataset/train/clean/clean_train Image 2020-07-25 at 3.56.28 PM (1).jpeg,0
final_dataset/train/clean/clean_train04117.jpg,0
final_dataset/train/clean/clean_train Image 2020-07-22 at 3.12.05 PM.jpeg,0
final_dataset/train/clean/clean_train Image 2020-07-30 at 10.57.29 AM (1).jpeg,0
final_dataset/train/clean/clean_train Image 2021-01-11 at 9.15.40 AM (3).jpeg,0
final_dataset/train/clean/01076_01.jpg,0
final_dataset/train/clean/02283_04.jpg,0
final_dataset/train/clean/clean_train Image 2020-05-09 at 9.56.49 AM (2).jpeg,0
final_dataset/train/clean/clean_train200889.jpg,0
final_dataset/train/clean/clean_train Image 2020-05-24 at 5.18.11 PM (7).jpeg,0
final_dataset/train/clean/clean_train Image 2020-05-10 at 5.07.36 PM (3).jpeg,0
final_dataset/train/clean/clean_train201573.jpg,0
final_dataset/train/clean/01711_00.jpg,0
final_dataset/train/clean/clean_train Image 2020-08-20 at 7.44.06 AM (15).jpeg,0
final_dataset/train/clean/1685.full.jpeg,0
final_dataset/train/clean/clean_train Image 2020-05-24 at 5.10.03 PM (9).jpeg,0
final_dataset/train/clean/clean_train Image 2020-07-30 at 10.57.30 AM (5).jpeg,0
final_dataset/train/clean/clean_train Image 2020-05-12 at 9.00.06 PM (4).jpeg,0
final_dataset/train/clean/clean_train Image 2020-05-24 at 5.24.32 PM.jpeg,0
final_dataset/train/clean/clean_train Image 2020-09-20 at 7.02.48 PM.jpeg,0
final_dataset/train/clean/02499_05.jpg,0
final_dataset/train/clean/clean_train Image 2020-07-11 at 5.23.50 PM.jpeg,0
final_dataset/train/clean/01384_05.jpg,0
final_dataset/train/clean/clean_train Image 2020-05-12 at 9.01.11 AM (15).jpeg,0
final_dataset/train/clean/clean_train01537.jpg,0
final_dataset/train/clean/clean_train Image 2020-08-21 at 9.56.38 AM (1).jpeg,0
final_dataset/train/clean/clean_train Image 2020-12-27 at 12.36.59 PM (3).jpeg,0
final_dataset/train/clean/clean_train04261.jpg,0
final_dataset/train/clean/00926_03.jpg,0
final_dataset/train/clean/01400_02.jpg,0
final_dataset/train/clean/clean_train00013.jpg,0
final_dataset/train/clean/clean_train200241.jpg,0
final_dataset/train/clean/clean_train Image 2020-05-11 at 11.44.47 AM (4).jpeg,0
final_dataset/train/clean/clean_train00985.jpg,0
final_dataset/train/clean/00506_00.jpg,0
final_dataset/train/clean/clean_train04249.jpg,0
final_dataset/train/clean/clean_train Image 2020-05-24 at 5.24.31 PM (5).jpeg,0
final_dataset/train/clean/.DS_Store,0
final_dataset/train/clean/clean_train Image 2021-01-11 at 9.38.37 AM (2).jpeg,0
final_dataset/train/clean/clean_52.jpg,0
final_dataset/train/clean/clean_46.jpg,0
final_dataset/train/clean/clean_train Image 2020-05-11 at 2.03.12 PM (1).jpeg,0
final_dataset/train/clean/clean_train Image 2020-05-19 at 10.25.03 AM (5).jpeg,0
final_dataset/train/clean/clean_train Image 2020-12-30 at 9.06.19 AM.jpeg,0
final_dataset/train/clean/clean_train Image 2020-08-05 at 8.50.40 AM (2).jpeg,0
final_dataset/train/clean/clean_train Image 2020-09-27 at 5.34.19 PM.jpeg,0
final_dataset/train/clean/clean_train Image 2020-09-25 at 11.46.56 AM.jpeg,0
final_dataset/train/clean/clean_85.jpg,0
final_dataset/train/clean/clean_train01669.jpg,0
final_dataset/train/clean/02356_03.jpg,0
final_dataset/train/clean/clean_train Image 2020-05-10 at 4.32.47 PM (2).jpeg,0
final_dataset/train/clean/clean_train Image 2020-08-08 at 12.01.59 PM.jpeg,0
final_dataset/train/clean/clean_84.jpg,0
final_dataset/train/clean/clean_train Image 2020-09-25 at 11.46.56 AM (3).jpeg,0
final_dataset/train/clean/clean_train Image 2020-09-27 at 5.34.18 PM (3).jpeg,0
final_dataset/train/clean/clean_train Image 2020-10-20 at 7.14.11 PM (1).jpeg,0
final_dataset/train/clean/clean_train Image 2020-05-20 at 4.58.10 PM (1).jpeg,0
final_dataset/train/clean/clean_train02413.jpg,0
final_dataset/train/clean/clean_90.jpg,0
final_dataset/train/clean/clean_train Image 2020-07-14 at 9.17.49 AM (1).jpeg,0
final_dataset/train/clean/clean_train Image 2020-05-08 at 2.19.00 PM (6).jpeg,0
final_dataset/train/clean/clean_47.jpg,0
final_dataset/train/clean/clean_train01873.jpg,0
final_dataset/train/clean/00565_01.jpg,0
final_dataset/train/clean/clean_53.jpg,0
final_dataset/train/clean/clean_train03241.jpg,0
final_dataset/train/clean/00506_01.jpg,0
final_dataset/train/clean/02839_01.jpg,0
final_dataset/train/clean/02862_05.jpg,0
final_dataset/train/clean/clean_train Image 2020-10-20 at 7.14.11 PM (15).jpeg,0
final_dataset/train/clean/clean_train Image 2020-05-10 at 4.59.16 PM (1).jpeg,0
final_dataset/train/clean/clean_train02605.jpg,0
final_dataset/train/clean/clean_train Image 2020-05-09 at 3.59.15 PM.jpeg,0
final_dataset/train/clean/01288_04.jpg,0
final_dataset/train/clean/clean_train Image 2020-05-24 at 5.24.32 PM (2).jpeg,0
final_dataset/train/clean/clean_train Image 2020-12-30 at 9.06.19 AM (2).jpeg,0
final_dataset/train/clean/clean_train Image 2020-07-06 at 9.41.55 AM (7).jpeg,0
final_dataset/train/clean/clean_train Image 2020-05-11 at 8.24.43 PM (3).jpeg,0
final_dataset/train/clean/clean_train Image 2021-01-11 at 9.15.36 AM.jpeg,0
final_dataset/train/clean/clean_train Image 2020-05-09 at 2.03.38 PM (6).jpeg,0
final_dataset/train/clean/clean_train Image 2020-05-09 at 2.08.15 PM (2).jpeg,0
final_dataset/train/clean/clean_train Image 2020-07-11 at 5.39.59 PM (10).jpeg,0
final_dataset/train/clean/clean_train Image 2020-08-20 at 7.38.12 AM (7).jpeg,0
final_dataset/train/clean/clean_train202245.jpg,0
final_dataset/train/clean/clean_train02017.jpg,0
final_dataset/train/clean/clean_train Image 2020-08-20 at 7.38.12 AM (12).jpeg,0
final_dataset/train/clean/clean_train Image 2020-05-10 at 5.07.35 PM (4).jpeg,0
final_dataset/train/clean/clean_train Image 2021-01-11 at 9.15.39 AM (1).jpeg,0
final_dataset/train/clean/clean_train Image 2020-05-24 at 5.18.10 PM (8).jpeg,0
final_dataset/train/clean/01804_01.jpg,0
final_dataset/train/clean/00579_04.jpg,0
final_dataset/train/clean/clean_train Image 2020-05-08 at 2.18.58 PM (10).jpeg,0
final_dataset/train/clean/clean_train Image 2020-05-09 at 10.19.28 AM (8).jpeg,0
final_dataset/train/clean/00742_02.jpg,0
final_dataset/train/clean/clean_train Image 2020-09-24 at 8.52.37 AM.jpeg,0
final_dataset/train/clean/01988_07.jpg,0
final_dataset/train/clean/02002_04.jpg,0
final_dataset/train/clean/clean_train03889.jpg,0
final_dataset/train/clean/clean_train Image 2020-05-24 at 5.24.31 PM (14).jpeg,0
final_dataset/train/clean/clean_train202053.jpg,0
final_dataset/train/clean/clean_train Image 2020-07-11 at 5.39.58 PM (4).jpeg,0
final_dataset/train/clean/clean_train Image 2020-07-11 at 5.43.32 PM (4).jpeg,0
final_dataset/train/clean/clean_train Image 2020-07-26 at 4.35.42 PM (5).jpeg,0
final_dataset/train/clean/clean_train200877.jpg,0
final_dataset/train/clean/clean_train Image 2020-10-20 at 7.14.12 PM.jpeg,0
final_dataset/train/clean/01814_04.jpg,0
final_dataset/train/clean/clean_train Image 2020-05-10 at 5.07.35 PM.jpeg,0
final_dataset/train/clean/clean_train Image 2020-07-24 at 9.07.06 AM.jpeg,0
final_dataset/train/clean/clean_train Image 2020-05-24 at 5.10.04 PM (5).jpeg,0
final_dataset/train/clean/01898_00.jpg,0
final_dataset/train/clean/clean_train Image 2020-05-18 at 11.21.17 AM (2).jpeg,0
final_dataset/train/clean/clean_train200685.jpg,0
final_dataset/train/clean/clean_train Image 2021-01-11 at 9.15.39 AM (3).jpeg,0
final_dataset/train/clean/clean_train01093.jpg,0
final_dataset/train/clean/3dc4b18f-a0ed-429d-9c85-c550b3b363dd.jpeg,0
final_dataset/train/clean/clean_train03109.jpg,0
final_dataset/train/clean/clean_train Image 2020-05-24 at 5.18.12 PM (2).jpeg,0
final_dataset/train/clean/clean_train Image 2020-08-20 at 7.38.12 AM (10).jpeg,0
final_dataset/train/clean/clean_8.jpg,0
final_dataset/train/clean/d-j0uatT.jpeg,0
final_dataset/train/clean/clean_train Image 2020-07-11 at 5.39.59 PM (12).jpeg,0
final_dataset/train/clean/01294_03.jpg,0
final_dataset/train/clean/clean_train03121.jpg,0
final_dataset/train/clean/clean_train Image 2020-08-20 at 7.38.12 AM (5).jpeg,0
final_dataset/train/clean/01140_03.jpg,0
final_dataset/train/clean/clean_train200493.jpg,0
final_dataset/train/clean/clean_train Image 2020-12-27 at 3.31.16 PM (7).jpeg,0
final_dataset/train/clean/03088_02.jpg,0
final_dataset/train/clean/clean_train Image 2020-08-20 at 7.44.07 AM (2).jpeg,0
final_dataset/train/clean/clean_train Image 2020-05-24 at 5.10.04 PM (7).jpeg,0
final_dataset/train/clean/02466_05.jpg,0
final_dataset/train/clean/clean_train Image 2020-07-11 at 5.39.58 PM (6).jpeg,0
final_dataset/train/clean/clean_train Image 2020-07-11 at 5.43.32 PM (6).jpeg,0
final_dataset/train/clean/clean_train Image 2020-07-26 at 4.35.42 PM (7).jpeg,0
final_dataset/train/clean/clean_train Image 2020-12-27 at 12.37.02 PM (1).jpeg,0
final_dataset/train/clean/clean_train02773.jpg,0
final_dataset/train/clean/clean_train Image 2020-05-24 at 5.10.02 PM (4).jpeg,0
final_dataset/train/clean/clean_train Image 2020-08-21 at 9.56.38 AM.jpeg,0
final_dataset/train/clean/00971_04.jpg,0
final_dataset/train/clean/clean_train02029.jpg,0
final_dataset/train/clean/clean_train03337.jpg,0
final_dataset/train/clean/clean_train Image 2020-05-11 at 12.41.25 AM (8).jpeg,0
final_dataset/train/clean/clean_train Image 2021-02-09 at 9.00.33 PM (8).jpeg,0
final_dataset/train/clean/clean_train03445.jpg,0
final_dataset/train/clean/03153_00.jpg,0
final_dataset/train/clean/00111_05.jpg,0
final_dataset/train/clean/01482_02.jpg,0
final_dataset/train/clean/clean_train Image 2020-09-25 at 11.46.56 AM (1).jpeg,0
final_dataset/train/clean/clean_train02161.jpg,0
final_dataset/train/clean/clean_train Image 2020-09-27 at 5.34.18 PM (1).jpeg,0
final_dataset/train/clean/clean_train Image 2020-10-20 at 7.14.11 PM (3).jpeg,0
final_dataset/train/clean/clean_train02149.jpg,0
final_dataset/train/clean/00565_03.jpg,0
final_dataset/train/clean/clean_45.jpg,0
final_dataset/train/clean/clean_train200097.jpg,0
final_dataset/train/clean/clean_train Image 2020-12-27 at 12.37.00 PM.jpeg,0
final_dataset/train/clean/clean_51.jpg,0
final_dataset/train/clean/clean_train200901.jpg,0
final_dataset/train/clean/clean_79.jpg,0
final_dataset/train/clean/clean_train Image 2020-07-06 at 9.41.55 AM (5).jpeg,0
final_dataset/train/clean/clean_train01681.jpg,0
final_dataset/train/clean/clean_86.jpg,0
final_dataset/train/clean/03165_01.jpg,0
final_dataset/train/clean/clean_train02377.jpg,0
final_dataset/train/clean/01174_07.jpg,0
final_dataset/train/clean/clean_train202125.jpg,0
final_dataset/train/clean/clean_train03733.jpg,0
final_dataset/train/clean/01314_05.jpg,0
final_dataset/train/clean/01830_07.jpg,0
final_dataset/train/clean/clean_train01657.jpg,0
final_dataset/train/clean/01396_07.jpg,0
final_dataset/train/clean/clean_train201405.jpg,0
final_dataset/train/clean/clean_train Image 2020-08-16 at 1.46.00 AM.jpeg,0
final_dataset/train/clean/clean_train200733.jpg,0
final_dataset/train/clean/clean_87.jpg,0
final_dataset/train/clean/clean_train Image 2020-08-08 at 12.03.20 PM (1).jpeg,0
final_dataset/train/clean/clean_train02389.jpg,0
final_dataset/train/clean/clean_train03097.jpg,0
final_dataset/train/clean/5327.full.jpeg,0
final_dataset/train/clean/clean_78.jpg,0
final_dataset/train/clean/clean_train Image 2020-05-24 at 5.18.10 PM.jpeg,0
final_dataset/train/clean/clean_50.jpg,0
final_dataset/train/clean/00565_02.jpg,0
final_dataset/train/clean/clean_train03901.jpg,0
final_dataset/train/clean/clean_44.jpg,0
final_dataset/train/clean/clean_train Image 2020-12-27 at 12.36.59 PM (1).jpeg,0
final_dataset/train/clean/02839_02.jpg,0
final_dataset/train/clean/clean_train Image 2020-05-10 at 4.31.19 PM (3).jpeg,0
final_dataset/train/clean/00259_07.jpg,0
final_dataset/train/clean/clean_train Image 2020-05-08 at 2.18.59 PM.jpeg,0
final_dataset/train/clean/clean_train02821.jpg,0
final_dataset/train/clean/clean_train Image 2020-05-24 at 5.24.31 PM (7).jpeg,0
final_dataset/train/clean/03153_01.jpg,0
final_dataset/train/clean/clean_train02809.jpg,0
final_dataset/train/clean/clean_train Image 2021-02-09 at 8.54.11 AM.jpeg,0
final_dataset/train/clean/5394.full.jpeg,0
final_dataset/train/clean/02497_02.jpg,0
final_dataset/train/clean/clean_train Image 2020-05-24 at 5.18.11 PM (5).jpeg,0
final_dataset/train/clean/clean_train Image 2020-05-10 at 5.07.36 PM (1).jpeg,0
